Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore
"What are the papers written by Brereton, Margot?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/93/5922> },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/93/5922> },1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers written by the person Jo\u00E3o Manuel R. S. Tavares?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/t/JoaoManuelRSTavares> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/t/JoaoManuelRSTavares> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What is the Wikidata ID of Kreinovich, V.?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/k/VladikKreinovich> <https://dblp.org/rdf/schema#wikidata> ?answer },"SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/k/VladikKreinovich> <http://www.wikidata.org/entity/P214> ?answer } 
",0.6606328636027614,0.8333333333333334,"(0.9566736817359924, 0.9611771702766418, 0.9589201211929321)"
Which publications did Jean-Didier M. write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/1550> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/26/1550> }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Mention the ORCID of the researcher Turcanu, Ion.",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/170/2615> <https://dblp.org/rdf/schema#orcid> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { 
  ?x <https://dblp.org/rdf/schema#authoredBy> ?answer .
  ?x <https://dblp.org/rdf/schema#author> ?author .
  ?author rdfs:label ?name .
  FILTER(REGEX(?name, ""ion turcanu"", ""i"")) 
}
```",0.17588181044237433,0.6842105263157895,"(0.9108896851539612, 0.8524595499038696, 0.8807064890861511)"
Which publications did N. D\u00F6llinger write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/222/9250> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/222/9250> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What is the Wikidata identifier of the author Borko Furht?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/f/BorkoFurht> <https://dblp.org/rdf/schema#wikidata> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/f/BorkoFurht> <https://dblp.org/rdf/schema#wikidata> ?answer }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Which publications did Ellen Riloff write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/ERiloff> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/ERiloff> } 
",1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
"Which publications did Matsuura, Hiroshi write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/58/2802> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/58/2802> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Which publications did Liu, X. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/4323> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/28/4691-3> } 
",0.7506238537503395,0.92,"(0.9898966550827026, 0.9825079441070557, 0.9861884713172913)"
"Which publications did Hollingshead, A. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/236/6551> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/236/6551> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"What is the webpage of the author Wang, Chao?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/w/ChaoWang> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/298/9316> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,0.8666666666666667,"(0.9725909233093262, 0.978020191192627, 0.9752979874610901)"
Mention the primary affiliation of Khaled Salah.,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/s/KhaledSalah> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/s/KhaledSalah> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers written by Dinesh M.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/m/DineshManocha> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/408/6151> } 
```",0.7506238537503395,0.8571428571428571,"(0.9588961601257324, 0.9763295650482178, 0.9675343036651611)"
Which publications did Gerhard S. author?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/716> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/409> } 
```",0.7506238537503395,0.8775510204081632,"(0.9887425899505615, 0.9918228387832642, 0.990280270576477)"
"Which publications did W\u00E1ng, Y. N. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/10270> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/4673> } 
```",0.7506238537503395,0.86,"(0.991161048412323, 0.9914961457252502, 0.9913285374641418)"
"Which papers did the author Silva-Faundez, Joaquin Alder write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/10539> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/10539> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What are the publications written by the author How, J. P.?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/1256> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/48/6282> }
```",0.7506238537503395,0.9183673469387755,"(0.9934555888175964, 0.9934555888175964, 0.9934555888175964)"
What are the papers written by the person X. He?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/206/0860> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/XXX/YYY> } 
```

**Note:** Replace XXX and YYY with the actual DBLP entity ID for person X. He.",0.24769802565621082,0.8235294117647058,"(0.9646178483963013, 0.9039109349250793, 0.9332782030105591)"
Which publications did M. Sloan write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/11204> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/38/10082> } 
```",0.7506238537503395,0.9387755102040817,"(0.9926662445068359, 0.9926662445068359, 0.9926662445068359)"
"Mention the ORCID of the researcher Torgo, L..",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/60/1153> <https://dblp.org/rdf/schema#orcid> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/60/1153> . ?x <https://dblp.org/rdf/schema#author> ?answer FILTER(isURI(?answer))} 
```",0.31455601883230705,0.8461538461538461,"(0.9521228671073914, 0.9184885621070862, 0.9350033402442932)"
What is the webpage of the author Christian Wagner?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/01/2903-1> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/346/1398> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,0.875,"(0.9789271950721741, 0.9869692921638489, 0.9829317927360535)"
"What is the Wikidata ID of Offutt, A. Jefferson?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/o/AJeffersonOffutt> <https://dblp.org/rdf/schema#wikidata> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/o/AJeffersonOffutt> <https://dblp.org/rdf/schema#wikidata> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Which publications did Andrey Naumenko author?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/n/AndreyNaumenko> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/n/AndreyNaumenko> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What is the primary affiliation of the author Shengli W.?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/w/ShengliWu> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/125/3703> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
",0.5969491792019646,0.8541666666666666,"(0.9624423980712891, 0.9760915637016296, 0.969218909740448)"
What is the ORCID of Bo L.?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/50/3402-1> <https://dblp.org/rdf/schema#orcid> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/someone-needs-to-add-Bo-L-s-ORCID> <https://dblp.org/rdf/schema#orcid> ?answer } 
```",0.5969491792019646,0.8333333333333334,"(0.953454315662384, 0.9257756471633911, 0.9394111037254333)"
What are the publications written by the author Felix Martinez-Rios?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/6830> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/6830> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What is the webpage of Rodriguez, J.?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/04/1616> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/j/JRJuarezRodriguez> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,0.8297872340425532,"(0.9700246453285217, 0.9518348574638367, 0.9608436226844788)"
What are the papers written by the person Kenneth Chang?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/208/1911> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/208/1911> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the publications written by the author Sunyoung H.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/58> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/252/3967> }
```",0.7506238537503395,0.86,"(0.9904711246490479, 0.9879723787307739, 0.9892202019691467)"
"Which publications did Garfield, Monica J. author?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/81/5552> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/81/5552> } 
",1.0,1.0,"(1.0, 1.0, 1.0)"
"Which papers did the author Liu, Z. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/1220-1> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/29/3742> } 
```",0.7506238537503395,0.88,"(0.9823075532913208, 0.9901304841041565, 0.9862034916877747)"
Which papers did the author Salwa K. Abd-El-Hafiz write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/07/5830> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/07/5830> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Which publications did Apt, Krzysztof R. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/a/KRApt> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/a/KRApt>} 
",0.7420884818558928,1.0,"(0.9964783191680908, 0.9964783191680908, 0.9964783191680908)"
What are the papers written by Lih-Wee Chew?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/6118> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/132/7980> } 
```",0.7506238537503395,0.92,"(0.990596354007721, 0.9903783202171326, 0.9904873371124268)"
What is the webpage of the person Oliver G\u00FCnther?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/g/OliverGunther> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/142/8576> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,0.78,"(0.9704261422157288, 0.975909411907196, 0.9731600284576416)"
What are the papers written by the person Michel Defrise?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/1765> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/1765> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the publications written by the author D. H\u00FCnerbein?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/10> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/10> } 
",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers written by Judith M. LaLonde?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/140/9134> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/140/9134> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Which publications did Feng Liu write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/1318-35> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/1318-3> } 
```",0.7506238537503395,0.9791666666666666,"(0.9970045685768127, 0.9970045685768127, 0.9970045685768127)"
J\u00E1nos Pach is primarily affiliated to which institution?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/18/2119> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/18/2119> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
```",1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
"Which papers did the author Kamsu-Foguem, B. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/5532> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/5532> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What is the ORCID of Sudhakar M. Reddy?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/r/SudhakarMReddy> <https://dblp.org/rdf/schema#orcid> ?answer },"```sparql
SELECT DISTINCT ?orcid WHERE { 
  ?author rdfs:label ?name .
  FILTER(REGEX(?name, ""sudhakar.*m.*reddy"", ""i""))
  ?author <https://dblp.org/rdf/schema#hasORCID> ?orcid
} 
```",6.7393716283177006e-155,0.7735849056603774,"(0.9136627912521362, 0.8520573973655701, 0.8817854523658752)"
What are the papers written by J. Villaneau?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/6925> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/6925> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
