Question,gt_sparql,generated_sparql,BLEU,Jaccard,BERTScore
Which publications did N. D\u00F6llinger write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/222/9250> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/287/2750> } 
",0.7506238537503395,0.9375,"(0.9917483329772949, 0.9917483329772949, 0.9917483329772949)"
What is the Wikidata identifier of the author Borko Furht?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/f/BorkoFurht> <https://dblp.org/rdf/schema#wikidata> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/f/BorkoFurht> <https://dblp.org/rdf/schema#wikidata> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Which publications did Ellen Riloff write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/ERiloff> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/r/ERiloff> } 
",1.0,1.0,"(0.9999998807907104, 0.9999998807907104, 0.9999998807907104)"
"Which publications did Matsuura, Hiroshi write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/58/2802> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/58/2802> } 
",1.0,1.0,"(1.0, 1.0, 1.0)"
"Which publications did Liu, X. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/21/4323> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/296/7300> } 
",0.7506238537503395,0.88,"(0.9909306168556213, 0.9904558062553406, 0.9906931519508362)"
"Which publications did Hollingshead, A. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/236/6551> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/1821> }
```",0.7506238537503395,0.9183673469387755,"(0.9891529679298401, 0.9891529679298401, 0.9891529679298401)"
"What is the webpage of the author Wang, Chao?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/w/ChaoWang> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/w/ChaoWang3> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,0.975,"(0.9974598288536072, 0.9944655895233154, 0.9959604144096375)"
Mention the primary affiliation of Khaled Salah.,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/s/KhaledSalah> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/s/KhaledSalah> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer }
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers written by Dinesh M.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/m/DineshManocha> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/94/1728> } 
```",0.7506238537503395,0.8571428571428571,"(0.9589288830757141, 0.9770535230636597, 0.9679062962532043)"
Which publications did Gerhard S. author?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/716> },"SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/54/461> } 
",0.7506238537503395,0.9166666666666666,"(0.9889344573020935, 0.9924538731575012, 0.990691065788269)"
"Which publications did W\u00E1ng, Y. N. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/87/10270> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/228/6376> } 
```",0.7506238537503395,0.9183673469387755,"(0.9928497076034546, 0.9928497076034546, 0.9928497076034546)"
"Which papers did the author Silva-Faundez, Joaquin Alder write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/10539> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/63/10539> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What are the publications written by the author How, J. P.?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/43/1256> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/how-j-p> } 
```",0.7506238537503395,0.84,"(0.9764727354049683, 0.9760434031486511, 0.9762580394744873)"
What are the papers written by the person X. He?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/206/0860> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/262/0607-6> } 
```",0.7506238537503395,0.9375,"(0.9919295310974121, 0.9856730699539185, 0.9887914061546326)"
Which publications did M. Sloan write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/86/11204> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/36/2518> } 
```",0.7506238537503395,0.92,"(0.9919152855873108, 0.9919152855873108, 0.9919152855873108)"
"Mention the ORCID of the researcher Torgo, L..",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/60/1153> <https://dblp.org/rdf/schema#orcid> ?answer },SELECT DISTINCT ?answer WHERE { ?x <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/60/1153> . ?x <https://dblp.org/rdf/schema#hasORCID> ?answer },0.3438931217657843,0.8979591836734694,"(0.9630417823791504, 0.9384714961051941, 0.950597882270813)"
What is the webpage of the author Christian Wagner?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/01/2903-1> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/01/2903-2> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,1.0,"(0.9989637732505798, 0.9989637732505798, 0.9989637732505798)"
"What is the Wikidata ID of Offutt, A. Jefferson?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/o/AJeffersonOffutt> <https://dblp.org/rdf/schema#wikidata> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/o/AJeffersonOffutt> <https://dblp.org/rdf/schema#wikidata> ?answer } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Which publications did Andrey Naumenko author?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/n/AndreyNaumenko> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/n/AndreyNaumenko> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What is the primary affiliation of the author Shengli W.?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/w/ShengliWu> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/135/0300> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
```",0.5969491792019646,0.8913043478260869,"(0.9618716239929199, 0.9749030470848083, 0.9683434367179871)"
What is the ORCID of Bo L.?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/50/3402-1> <https://dblp.org/rdf/schema#orcid> ?answer },"SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/91/4458> <https://dblp.org/rdf/schema#authorORCiD> ?answer } 
",0.5133450480401704,0.84,"(0.9679811596870422, 0.9655025005340576, 0.9667403101921082)"
What are the publications written by the author Felix Martinez-Rios?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/6830> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/46/6830> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"What is the webpage of Rodriguez, J.?",SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/04/1616> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/32/2536> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,0.8695652173913043,"(0.9895590543746948, 0.9899958372116089, 0.9897773861885071)"
What are the papers written by the person Kenneth Chang?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/208/1911> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/208/1911> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the publications written by the author Sunyoung H.?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/05/58> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/219/9179> }
```",0.7506238537503395,0.8571428571428571,"(0.9901127815246582, 0.9867817163467407, 0.988444447517395)"
"Which publications did Garfield, Monica J. author?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/81/5552> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/81/5552> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
"Which papers did the author Liu, Z. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/70/1220-1> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/53/3245-7> } 
```",0.7506238537503395,0.9,"(0.9875082969665527, 0.9875082969665527, 0.9875082969665527)"
Which papers did the author Salwa K. Abd-El-Hafiz write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/07/5830> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/07/5830> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
"Which publications did Apt, Krzysztof R. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/a/KRApt> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/a/KRApt> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the papers written by Lih-Wee Chew?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/6118> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/39/6118> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What is the webpage of the person Oliver G\u00FCnther?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/g/OliverGunther> <https://dblp.org/rdf/schema#webpage> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/308/8156> <https://dblp.org/rdf/schema#webpage> ?answer } 
```",0.5969491792019646,0.7959183673469388,"(0.9708864688873291, 0.9759477376937866, 0.9734104871749878)"
What are the papers written by the person Michel Defrise?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/1765> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/41/1765> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What are the publications written by the author D. H\u00FCnerbein?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/83/10> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/33/8883> } 
```",0.7506238537503395,0.9565217391304348,"(0.9928522109985352, 0.991000771522522, 0.9919255971908569)"
What are the papers written by Judith M. LaLonde?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/140/9134> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/140/9134> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
Which publications did Feng Liu write?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/77/1318-35> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/89/6271> } 
```",0.7506238537503395,0.8823529411764706,"(0.9831714034080505, 0.9900181889533997, 0.98658287525177)"
J\u00E1nos Pach is primarily affiliated to which institution?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/18/2119> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer },"```sparql
SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/64/4253> <https://dblp.org/rdf/schema#primaryAffiliation> ?answer } 
```",0.5969491792019646,0.8571428571428571,"(0.9900499582290649, 0.9901636242866516, 0.9901067614555359)"
"Which papers did the author Kamsu-Foguem, B. write?",SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/5532> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/121/5532> } 
```",1.0,1.0,"(1.0, 1.0, 1.0)"
What is the ORCID of Sudhakar M. Reddy?,SELECT DISTINCT ?answer WHERE { <https://dblp.org/pid/r/SudhakarMReddy> <https://dblp.org/rdf/schema#orcid> ?answer },SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#author> <https://dblp.org/pid/r/SudhakarMReddy> . ?answer <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <https://dblp.org/rdf/schema#Article> .  ?answer <https://dblp.org/rdf/schema#orcid> ?answer },0.2948993986902436,0.8431372549019608,"(0.9556191563606262, 0.9020815491676331, 0.9280788898468018)"
What are the papers written by J. Villaneau?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/6925> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/59/6925> } 
```",1.0,1.0,"(0.9999999403953552, 0.9999999403953552, 0.9999999403953552)"
What are the papers written by H. Rudin?,SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/33/4000> },"```sparql
SELECT DISTINCT ?answer WHERE { ?answer <https://dblp.org/rdf/schema#authoredBy> <https://dblp.org/pid/169/3974> }
```",0.7506238537503395,0.8979591836734694,"(0.9921178817749023, 0.9888607263565063, 0.9904866218566895)"
